titel,name,email,zugang,quelle,status,link
"Betreuungskraft nach §§ 43b, 53b SGB XI mit Computer-Grundlagen und MS Word",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Sie müssen sich in einem mindestens fünftägigen Praktikum VOR Beginn des Kurses erproben. Hier sollen Sie als Interessent herausfinden, ob Ihnen die Arbeit mit demenzerkrankten, körperlich beeinträchtigten oder geistig behinderten Menschen Freude bereitet. Computer-Grundlagen sind in diesem Cluster nicht erforderlich, gute sprachliche Verständigung in Deutsch sollten Sie mitbringen.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/Z-P-2603-4?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=Z-P-2603-4
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Schwerpunkt EDV",TERTIA Berufsförderung GmbH & Co. KG,info@tertia.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2.</p>,bildungsanbieter,not sent,https://www.viona.online/kursdetail/zu-k-4043?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-K-4043-1_TERTIA
HKP - Assistenzkraft,maxQ. im bfw Fachakademie für Gesundheit,hamburg@maxq.net,keine Angabe,bildungsanbieter,not sent,https://www.maxq.net/hamburg/
"Kauffrau, Kaufmann im Gesundheitswesen - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-gesundheitswesen/?utm_campaign=weiterbildung&utm_source=kursnet
Fit für IT-System-Management,GFN GmbH,kursnet-beratung@gfn.de,<ul><li> gute PC-Kenntnisse</li><li> gute Deutschkenntnisse</li><li> ausreichende Englischkenntnisse</li><li> Teilnahme an einem Beratungsgespräch</li></ul>,bildungsanbieter,not sent,https://www.gfn.de/esther/?itn=KN-V546-32&utm_source=kursnet&utm_medium=portal&utm_campaign=KN-LINK-MOD&utm_term=Heidelberg&utm_content=KN-V546-32
Grundkompetenzen für PC-Anwendungen,bfz Alpenvorland,info-avl@bfz.de,<p>- ausreichendes Sprachniveau (mind. B2)<br/>- Grundlegende Fähigkeiten in der Bedienung des PC</p>,bildungsanbieter,not sent,https://www.bfz.de/kurs/eca-92534
Alltagsbetreuer/in und Ernährung im Alter inkl. Deutsch als Fremdsprache,cpi consulting + training GmbH,anfrage@cpi.de,"<ul><li> Abgeschlossene Ausbildung oder ein Studium bzw. ein abgebrochenes Hochschulstudium oder ausreichende Berufserfahrung.</li><li> Deutschkenntnisse mindestens auf der Niveaustufe B1.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit CPI und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.cpi.de/kursnet/alltagsbetreuer-ernaehrung-im-alter-deutsch-fremdsprache/?utm_campaign=weiterbildung&utm_source=kursnet
"Kaufmann, Kauffrau für Büromanagement - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-bueromanagement/?utm_campaign=weiterbildung&utm_source=kursnet
"Alltagsbegleiter - Betreuungskraft nach §§ 43b, 53b SGB XI",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Abgeschlossene Ausbildung im relevanten Bereich oder ein Studium bzw. ein abgebrochenes Hochschulstudium oder ausreichende Berufserfahrung</li><li> Deutsch in Wort und Schrift</li><li> Grundlegende EDV-Kenntnisse</li><li> Grundkenntnisse in Englisch wünschenswert, aber nicht zwingend erforderlich</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/alltagsbetreuer-betreuungskraft-nach-paragraf-43b-53b-sgb-xi/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitungskurs auf eine medieninformationstechnische Umschulung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Mindestens Hauptschulabschluss oder vergleichbaren Schulabschluss.</li><li> Interesse für den IT oder medieninformationstechnischen Bereich.</li><li> Deutsch in Wort und Schrift.</li><li> Grundlegende PC-Kenntnisse.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitung-umschulung-weiterbildung-it-bereich/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitung auf eine IT-Umschulung - Schwerpunkt: Vorbereitung auf zwei der IT-Grundlagenfächer,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-E-4005-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-E-4005-1
Nachprüfungsvorbereitung Teil I der Umschulung Kaufmann/-frau Groß- und Außenhandelsmanagement FR Großhandel,WBS TRAINING SE,info@wbstraining.de,<p>Die Zulassungsvoraussetzungen für die Abschlussprüfung müssen erfüllt sein (z. B. durch Absolvieren des Praktikums und Lerninhalte der AO).</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/nachpruefung-umschulung-aussenhandelsmanagement/
Vorbereitung auf eine IT-Umschulung - Schwerpunkt: Vorbereitung auf zwei der IT-Grundlagenfächer,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,beratung@online-weiterbilden.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p>,bildungsanbieter,not sent,https://www.faw.de/r/ibb?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-E-4005-1
Vorbereitungskurs kaufmännische / betriebswirtschaftliche Umschulung inkl. Eignungsfeststellung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-kaufmaennische-betriebswirtschaftliche-umschulung-eignungsfeststellung/?utm_campaign=weiterbildung&utm_source=kursnet
Veranstaltungskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-auf-ihk-pruefung-veranstaltungskauffrau-veranstaltungskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
"Betreuungskraft nach §§ 43b, 53b SGB XI mit Zusatzqualifikation Demenz verstehen",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Teilnehmende sollten soziale Kompetenz, Empathie-Fähigkeit, hohe Belastbarkeit sowie Wahrnehmungsfähigkeit und Beobachtungsgabe aufweisen. Sie müssen sich in einem mindestens fünftägigen Praktikum VOR Beginn des Kurses erproben. Hierbei finden Sie heraus, ob Ihnen die Arbeit mit demenzerkrankten, körperlich beeinträchtigten oder geistig behinderten Menschen Freude bereitet. Computer-Kenntnisse sind unbedingt sicherzustellen. Die Deutschkenntnisse sollten sich auf muttersprachlichem Niveau bewegen (mind. Niveau B2 - ggf. Einstufungstest).</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/Z-P-7120?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=Z-P-7120
Vorbereitungskurs auf eine medieninformationstechnische Umschulung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Mindestens Hauptschulabschluss oder vergleichbaren Schulabschluss.</li><li> Interesse für den IT oder medieninformationstechnischen Bereich.</li><li> Deutsch in Wort und Schrift.</li><li> Grundlegende PC-Kenntnisse.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitung-umschulung-weiterbildung-it-bereich/?utm_campaign=weiterbildung&utm_source=kursnet
Ausbildung zum/zur Sozialassistent:in,ecolea - Private Berufliche Schule,info@ecolea.de,keine Angabe,bildungsanbieter,not sent,https://www.ecolea.de/berufliche-schule/ausbildung-plus-studium/ausbildung/?tx_vimindsausbildungen_ausbildungen%5Bausbildung%5D=8&tx_vimindsausbildungen_ausbildungen%5Baction%5D=show&tx_vimindsausbildungen_ausbildungen%5Bcontroller%5D=Ausbildung&cHash=b60c993c20bc2815c90a47845ac7196f
"Kauffrau, Kaufmann für Groß- und Außenhandelsmanagement (Großhandel) - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-gross-aussenhandelsmanagement-grosshandel/?utm_campaign=weiterbildung&utm_source=kursnet
Grundkompetenzen: Deutsch 2,TERTIA Berufsförderung GmbH & Co. KG,schnittstelle@tertia.de,keine Angabe,bildungsanbieter,not sent,https://www.tertia.de/tobi_grundkompetenzen/
Vorbereitungskurs auf eine medieninformationstechnische Umschulung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Mindestens Hauptschulabschluss oder vergleichbaren Schulabschluss.</li><li> Interesse für den IT oder medieninformationstechnischen Bereich.</li><li> Deutsch in Wort und Schrift.</li><li> Grundlegende PC-Kenntnisse.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitung-umschulung-weiterbildung-it-bereich/?utm_campaign=weiterbildung&utm_source=kursnet
Sport- und Fitnesskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-sport-fitnesskauffrau-fitnesskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
Seniorenbetreuer/in mit interkulturellen Kompetenzen inkl. Betreuungskraft nach § 53b SGB XI Integrativ,cpi consulting + training GmbH,anfrage@cpi.de,"<ul><li> Abgeschlossene Ausbildung oder ein Studium bzw. ein abgebrochenes Hochschulstudium oder ausreichende Berufserfahrung.</li><li> Deutschkenntnisse mindestens auf der Niveaustufe GER B1.</li><li> Grundkenntnisse in Englisch und EDV sind von Vorteil.</li><li> Ein internes Auswahlverfahren in Form eines Fachgesprächs ist mit dem Ergebnis ""gut geeignet"" zu bestehen.</li></ul><p>Darüber hinaus gelten die Zugangsvoraussetzungen des Kostenträgers. Ausnahmen können in Absprache mit der cpi consulting + training GmbH und dem Kostenträger vereinbart werden.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand des Lebenslaufs, vorgelegter Zeugnisse und Zertifikate oder durch eine Eignungsfeststellung im Rahmen eines ausführlichen Fachgesprächs überprüft.</p>",bildungsanbieter,not sent,https://www.cpi.de/gesundheit-pflege/seniorbetreuer-mit-interkulturellen-kompetenzen-betreuungskraft-53b-sgb-xi-integrativ/?utm_campaign=weiterbildung&utm_source=kursnet
"Seniorenbetreuer:in - Aufbaukurs für Betreuungskraft nach §§ 43b, 53b SGB XI",Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,"<p>Dieses Modul setzt eine abgeschlossene Weiterbildung als Betreuungskraft gemäß§§ 43b, 53b SGB XI voraus.</p>",bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=P-3904-2
Vorbereitung auf eine IT Umschulung,Bildungswerk der Niedersächsischen Wirtschaft,info@bnw.de,<p>- Grundlegende Fähigkeiten in der Bedienung des PC (Windows und Word Grundlagen)<br/>- Deutsch in Wort und Schrift (mind. B2)</p>,bildungsanbieter,not sent,
Erwerb von Grundkompetenzen,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich.<br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p><br/><br/><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/S-2370-6?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=S-2370-6
Grundlagen für Wirtschafts- und Dienstleistungsberufe inkl. moderne Arbeitswelt,WBS TRAINING SE,info@wbstraining.de,<p>abgeschlossene Berufsausbildung oder mehrjährige Berufserfahrung (für Teilnehmende ohne formalen Berufsabschluss)</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/grundlagen-wirtschafts-dienstleistungsberufe/
"Mediengestalter Digital und Print - Vorbereitung auf die IHK-Prüfung, Fachrichtung Digitalmedien",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-mediengestalter-digitalmedien/?utm_campaign=weiterbildung&utm_source=kursnet
Erwerb von Grundkompetenzen - IT-Kompetenz (PC - Computer Grundlagen; Browser und Microsoft Outlook),Ihr JobCoach. Gesellschaft für Erwachsenenbildung mbH,info@Ihr-JobCoach.de,"<p>Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für eine Teilnahme nicht erforderlich. Um unser Angebot individuell auf Ihre Bedürfnisse zuschneiden zu können, führen wir mit Ihnen vorab ein persönliches Beratungsgespräch. Ausnahmeregelungen erfolgen in Abstimmung mit dem Jobcenter bzw. der Arbeitsagentur oder der optierenden Kommune.</p>",bildungsanbieter,not sent,https://ihr-jobcoach.de/viona/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2368-H-6#/kurs-fuer-arbeitssuchende/S-2368-H-6
Vorbereitung auf eine Mediengestalter-Umschulung - Schwerpunkt: Tools in der Mediengestaltung - Basis,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Besondere Teilnahmevoraussetzungen sind nicht nötig, da die konkreten Inhalte und Schwerpunkte individuell auf jeden Teilnehmer, seinen Bedarf und seine Vorkenntnisse abgestimmt werden.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-X-4412-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-X-4412-1
